"ÈÕÆÚ","Æ·ÖÖ","½»ÊÕÁ¿","µ¥Î»"
"2014-04-03","Îý","0.0","¶Ö"
"2014-04-03","îÜ","0.0","¶Ö"
"2014-04-03","î÷","0.0","¹«½ï"
"2014-04-02","µç½âÄø","138.0","¶Ö"
"2014-04-02","Îý","0.0","¶Ö"
"2014-04-02","îÜ","0.0","¶Ö"
"2014-04-02","î÷","0.0","¹«½ï"
"2014-04-02","²»Ðâ¸Ö","190.0","¶Ö"
"2014-04-01","µç½âÄø","105.0","¶Ö"
"2014-04-01","Îý","0.0","¶Ö"
"2014-04-01","îÜ","0.0","¶Ö"
"2014-04-01","î÷","3.0","¹«½ï"
"2014-04-01","²»Ðâ¸Ö","75.0","¶Ö"
"2014-03-31","µç½âÄø","0.0","¶Ö"
"2014-03-31","Îý","0.0","¶Ö"
"2014-03-31","îÜ","0.0","¶Ö"
"2014-03-31","î÷","0.0","¹«½ï"
"2014-03-31","²»Ðâ¸Ö","20.0","¶Ö"
"2014-03-28","µç½âÄø","63.0","¶Ö"
"2014-03-28","Îý","11.0","¶Ö"
"2014-03-28","îÜ","0.0","¶Ö"
"2014-03-28","î÷","0.0","¹«½ï"
"2014-03-28","²»Ðâ¸Ö","5.0","¶Ö"
"2014-03-27","µç½âÄø","0.0","¶Ö"
"2014-03-27","Îý","2.0","¶Ö"
"2014-03-27","îÜ","0.0","¶Ö"
"2014-03-27","î÷","0.0","¹«½ï"
"2014-03-26","µç½âÄø","1914.0","¶Ö"
"2014-03-26","Îý","0.0","¶Ö"
"2014-03-26","îÜ","0.0","¶Ö"
"2014-03-26","î÷","0.0","¹«½ï"
"2014-03-26","²»Ðâ¸Ö","125.0","¶Ö"
"2014-03-25","µç½âÄø","0.0","¶Ö"
"2014-03-25","Îý","25.0","¶Ö"
"2014-03-25","îÜ","0.0","¶Ö"
"2014-03-25","î÷","0.0","¹«½ï"
"2014-03-24","µç½âÄø","0.0","¶Ö"
"2014-03-24","Îý","2.0","¶Ö"
"2014-03-24","îÜ","0.0","¶Ö"
"2014-03-24","î÷","0.0","¹«½ï"
"2014-03-21","µç½âÄø","3.0","¶Ö"
"2014-03-21","Îý","1.0","¶Ö"
"2014-03-21","îÜ","0.0","¶Ö"
"2014-03-21","î÷","0.0","¹«½ï"
"2014-03-20","µç½âÄø","0.0","¶Ö"
"2014-03-20","Îý","0.0","¶Ö"
"2014-03-20","îÜ","0.5","¶Ö"
"2014-03-20","î÷","0.0","¹«½ï"
"2014-03-20","²»Ðâ¸Ö","95.0","¶Ö"
"2014-03-19","µç½âÄø","0.0","¶Ö"
"2014-03-19","Îý","0.0","¶Ö"
"2014-03-19","îÜ","0.0","¶Ö"
"2014-03-19","î÷","0.0","¹«½ï"
"2014-03-18","µç½âÄø","36.0","¶Ö"
"2014-03-18","Îý","0.0","¶Ö"
"2014-03-18","îÜ","0.0","¶Ö"
"2014-03-18","î÷","0.0","¹«½ï"
"2014-03-18","²»Ðâ¸Ö","335.0","¶Ö"
"2014-03-17","µç½âÄø","57.0","¶Ö"
"2014-03-17","Îý","0.0","¶Ö"
"2014-03-17","îÜ","0.0","¶Ö"
"2014-03-17","î÷","0.0","¹«½ï"
"2014-03-17","²»Ðâ¸Ö","145.0","¶Ö"
"2014-03-14","µç½âÄø","0.0","¶Ö"
"2014-03-14","Îý","1.0","¶Ö"
"2014-03-14","îÜ","0.0","¶Ö"
"2014-03-14","î÷","0.0","¹«½ï"
"2014-03-14","²»Ðâ¸Ö","190.0","¶Ö"
"2014-03-13","µç½âÄø","36.0","¶Ö"
"2014-03-13","Îý","0.0","¶Ö"
"2014-03-13","îÜ","0.0","¶Ö"
"2014-03-13","î÷","0.0","¹«½ï"
"2014-03-13","²»Ðâ¸Ö","280.0","¶Ö"
"2014-03-12","µç½âÄø","0.0","¶Ö"
"2014-03-12","Îý","0.0","¶Ö"
"2014-03-12","îÜ","0.0","¶Ö"
"2014-03-12","î÷","1.0","¹«½ï"
"2014-03-12","²»Ðâ¸Ö","395.0","¶Ö"
"2014-03-11","µç½âÄø","12.0","¶Ö"
"2014-03-11","Îý","1.0","¶Ö"
"2014-03-11","îÜ","25.75","¶Ö"
"2014-03-11","î÷","0.0","¹«½ï"
"2014-03-11","²»Ðâ¸Ö","910.0","¶Ö"
"2014-03-06","µç½âÄø","0.0","¶Ö"
"2014-03-06","Îý","5.0","¶Ö"
"2014-03-06","îÜ","3.0","¶Ö"
"2014-03-06","î÷","0.0","¹«½ï"
"2014-03-06","²»Ðâ¸Ö","365.0","¶Ö"
"2014-03-05","µç½âÄø","0.0","¶Ö"
"2014-03-05","Îý","0.0","¶Ö"
"2014-03-05","îÜ","1.0","¶Ö"
"2014-03-05","î÷","0.0","¹«½ï"
"2014-03-05","²»Ðâ¸Ö","225.0","¶Ö"
"2014-03-04","µç½âÄø","30.0","¶Ö"
"2014-03-04","Îý","2.0","¶Ö"
"2014-03-04","îÜ","0.0","¶Ö"
"2014-03-04","î÷","0.0","¹«½ï"
"2014-03-04","²»Ðâ¸Ö","50.0","¶Ö"
"2014-03-03","µç½âÄø","399.0","¶Ö"
"2014-03-03","Îý","0.0","¶Ö"
"2014-03-03","îÜ","0.0","¶Ö"
"2014-03-03","î÷","0.0","¹«½ï"
"2014-03-03","²»Ðâ¸Ö","245.0","¶Ö"
"2014-02-28","µç½âÄø","0.0","¶Ö"
"2014-02-28","Îý","0.0","¶Ö"
"2014-02-28","îÜ","0.0","¶Ö"
"2014-02-28","î÷","0.0","¹«½ï"
"2014-02-28","²»Ðâ¸Ö","150.0","¶Ö"
"2014-02-27","µç½âÄø","0.0","¶Ö"
"2014-02-27","Îý","0.0","¶Ö"
"2014-02-27","îÜ","1.5","¶Ö"
"2014-02-27","î÷","0.0","¹«½ï"
"2014-02-27","²»Ðâ¸Ö","825.0","¶Ö"
"2014-02-25","µç½âÄø","0.0","¶Ö"
"2014-02-25","Îý","0.0","¶Ö"
"2014-02-25","îÜ","0.0","¶Ö"
"2014-02-25","î÷","0.0","¹«½ï"
"2014-02-25","²»Ðâ¸Ö","1230.0","¶Ö"
"2014-02-24","µç½âÄø","72.0","¶Ö"
"2014-02-24","Îý","4.0","¶Ö"
"2014-02-24","îÜ","0.0","¶Ö"
"2014-02-24","î÷","0.0","¹«½ï"
"2014-02-24","²»Ðâ¸Ö","120.0","¶Ö"
"2014-02-21","µç½âÄø","1290.0","¶Ö"
"2014-02-21","Îý","0.0","¶Ö"
"2014-02-21","îÜ","1.0","¶Ö"
"2014-02-21","î÷","0.0","¹«½ï"
"2014-02-21","²»Ðâ¸Ö","1020.0","¶Ö"
"2014-02-20","µç½âÄø","264.0","¶Ö"
"2014-02-20","Îý","0.0","¶Ö"
"2014-02-20","îÜ","0.5","¶Ö"
"2014-02-20","î÷","0.0","¹«½ï"
"2014-02-20","²»Ðâ¸Ö","550.0","¶Ö"
"2014-02-19","µç½âÄø","0.0","¶Ö"
"2014-02-19","Îý","0.0","¶Ö"
"2014-02-19","îÜ","0.0","¶Ö"
"2014-02-19","î÷","0.0","¹«½ï"
"2014-02-19","²»Ðâ¸Ö","410.0","¶Ö"
"2014-02-18","µç½âÄø","0.0","¶Ö"
"2014-02-18","Îý","24.0","¶Ö"
"2014-02-18","îÜ","0.0","¶Ö"
"2014-02-18","î÷","0.0","¹«½ï"
"2014-02-18","²»Ðâ¸Ö","1445.0","¶Ö"
"2014-02-17","µç½âÄø","9.0","¶Ö"
"2014-02-17","Îý","1.0","¶Ö"
"2014-02-17","îÜ","2.25","¶Ö"
"2014-02-17","î÷","0.0","¹«½ï"
"2014-02-14","µç½âÄø","30.0","¶Ö"
"2014-02-14","Îý","20.0","¶Ö"
"2014-02-14","îÜ","4.0","¶Ö"
"2014-02-14","î÷","0.0","¹«½ï"
"2014-02-13","µç½âÄø","30.0","¶Ö"
"2014-02-13","Îý","0.0","¶Ö"
"2014-02-13","îÜ","0.0","¶Ö"
"2014-02-13","î÷","0.0","¹«½ï"
"2014-02-13","²»Ðâ¸Ö","15.0","¶Ö"
"2014-02-12","µç½âÄø","51.0","¶Ö"
"2014-02-12","Îý","0.0","¶Ö"
"2014-02-12","îÜ","1.0","¶Ö"
"2014-02-12","î÷","0.0","¹«½ï"
"2014-02-11","µç½âÄø","90.0","¶Ö"
"2014-02-11","Îý","0.0","¶Ö"
"2014-02-11","îÜ","0.0","¶Ö"
"2014-02-11","î÷","10.3","¹«½ï"
"2014-02-10","µç½âÄø","0.0","¶Ö"
"2014-02-10","Îý","14.0","¶Ö"
"2014-02-10","îÜ","0.0","¶Ö"
"2014-02-10","î÷","0.0","¹«½ï"
"2014-02-10","²»Ðâ¸Ö","10.0","¶Ö"
"2014-01-23","µç½âÄø","0.0","¶Ö"
"2014-01-23","Îý","13.0","¶Ö"
"2014-01-23","îÜ","0.0","¶Ö"
"2014-01-23","î÷","0.0","¹«½ï"
"2014-01-22","µç½âÄø","0.0","¶Ö"
"2014-01-22","Îý","9.0","¶Ö"
"2014-01-22","îÜ","0.0","¶Ö"
"2014-01-22","î÷","0.0","¹«½ï"
"2014-01-21","µç½âÄø","1986.0","¶Ö"
"2014-01-21","Îý","0.0","¶Ö"
"2014-01-21","îÜ","3.25","¶Ö"
"2014-01-21","î÷","0.0","¹«½ï"
"2014-01-17","µç½âÄø","0.0","¶Ö"
"2014-01-17","Îý","3.0","¶Ö"
"2014-01-17","îÜ","5.25","¶Ö"
"2014-01-17","î÷","0.0","¹«½ï"
"2014-01-16","µç½âÄø","0.0","¶Ö"
"2014-01-16","Îý","33.0","¶Ö"
"2014-01-16","îÜ","1.75","¶Ö"
"2014-01-16","î÷","0.0","¹«½ï"
"2014-01-16","²»Ðâ¸Ö","535.0","¶Ö"
"2014-01-15","µç½âÄø","0.0","¶Ö"
"2014-01-15","Îý","0.0","¶Ö"
"2014-01-15","îÜ","1.25","¶Ö"
"2014-01-15","î÷","0.0","¹«½ï"
"2014-01-15","²»Ðâ¸Ö","30.0","¶Ö"
"2014-01-14","µç½âÄø","30.0","¶Ö"
"2014-01-14","Îý","7.0","¶Ö"
"2014-01-14","îÜ","0.5","¶Ö"
"2014-01-14","î÷","0.0","¹«½ï"
"2014-01-14","²»Ðâ¸Ö","65.0","¶Ö"
"2014-01-13","µç½âÄø","0.0","¶Ö"
"2014-01-13","Îý","0.0","¶Ö"
"2014-01-13","îÜ","25.0","¶Ö"
"2014-01-13","î÷","0.0","¹«½ï"
"2014-01-13","²»Ðâ¸Ö","35.0","¶Ö"
"2014-01-10","µç½âÄø","0.0","¶Ö"
"2014-01-10","Îý","111.0","¶Ö"
"2014-01-10","îÜ","0.0","¶Ö"
"2014-01-10","î÷","0.0","¹«½ï"
"2014-01-09","µç½âÄø","0.0","¶Ö"
"2014-01-09","Îý","0.0","¶Ö"
"2014-01-09","îÜ","2.0","¶Ö"
"2014-01-09","î÷","0.0","¹«½ï"
"2014-01-09","²»Ðâ¸Ö","10.0","¶Ö"
"2014-01-08","µç½âÄø","0.0","¶Ö"
"2014-01-08","Îý","2.0","¶Ö"
"2014-01-08","îÜ","1.0","¶Ö"
"2014-01-08","î÷","0.0","¹«½ï"
"2014-01-07","µç½âÄø","0.0","¶Ö"
"2014-01-07","Îý","20.0","¶Ö"
"2014-01-07","îÜ","1.0","¶Ö"
"2014-01-07","î÷","0.0","¹«½ï"
"2014-01-07","²»Ðâ¸Ö","10.0","¶Ö"
"2014-01-06","µç½âÄø","507.0","¶Ö"
"2014-01-06","Îý","0.0","¶Ö"
"2014-01-06","îÜ","0.0","¶Ö"
"2014-01-06","î÷","0.0","¹«½ï"
"2014-01-03","µç½âÄø","51.0","¶Ö"
"2014-01-03","Îý","1.0","¶Ö"
"2014-01-03","îÜ","0.0","¶Ö"
"2014-01-03","î÷","0.0","¹«½ï"
"2013-12-27","µç½âÄø","0.0","¶Ö"
"2013-12-27","Îý","0.0","¶Ö"
"2013-12-27","îÜ","0.0","¶Ö"
"2013-12-27","î÷","0.0","¹«½ï"
"2013-12-27","²»Ðâ¸Ö","120.0","¶Ö"
"2013-12-26","µç½âÄø","0.0","¶Ö"
"2013-12-26","Îý","0.0","¶Ö"
"2013-12-26","îÜ","0.0","¶Ö"
"2013-12-26","î÷","0.0","¹«½ï"
"2013-12-25","µç½âÄø","0.0","¶Ö"
"2013-12-25","Îý","1.0","¶Ö"
"2013-12-25","îÜ","2.0","¶Ö"
"2013-12-25","î÷","0.0","¹«½ï"
"2013-12-23","µç½âÄø","2367.0","¶Ö"
"2013-12-23","Îý","2.0","¶Ö"
"2013-12-23","îÜ","0.0","¶Ö"
"2013-12-23","î÷","0.0","¹«½ï"
"2013-12-19","µç½âÄø","315.0","¶Ö"
"2013-12-19","Îý","31.0","¶Ö"
"2013-12-19","îÜ","0.0","¶Ö"
"2013-12-19","î÷","0.0","¹«½ï"
"2013-12-18","µç½âÄø","6.0","¶Ö"
"2013-12-18","Îý","11.0","¶Ö"
"2013-12-18","îÜ","2.0","¶Ö"
"2013-12-18","î÷","0.0","¹«½ï"
"2013-12-17","µç½âÄø","0.0","¶Ö"
"2013-12-17","Îý","0.0","¶Ö"
"2013-12-17","îÜ","0.0","¶Ö"
"2013-12-17","î÷","0.0","¹«½ï"
"2013-12-17","²»Ðâ¸Ö","570.0","¶Ö"
"2013-12-16","µç½âÄø","24.0","¶Ö"
"2013-12-16","Îý","0.0","¶Ö"
"2013-12-16","îÜ","0.0","¶Ö"
"2013-12-16","î÷","0.0","¹«½ï"
"2013-12-16","²»Ðâ¸Ö","320.0","¶Ö"
"2013-12-13","µç½âÄø","0.0","¶Ö"
"2013-12-13","Îý","0.0","¶Ö"
"2013-12-13","îÜ","0.0","¶Ö"
"2013-12-13","î÷","0.0","¹«½ï"
"2013-12-11","µç½âÄø","168.0","¶Ö"
"2013-12-11","Îý","96.0","¶Ö"
"2013-12-11","îÜ","1.0","¶Ö"
"2013-12-11","î÷","6.3","¹«½ï"
"2013-12-10","µç½âÄø","9.0","¶Ö"
"2013-12-10","Îý","0.0","¶Ö"
"2013-12-10","îÜ","0.0","¶Ö"
"2013-12-10","î÷","0.0","¹«½ï"
"2013-12-10","²»Ðâ¸Ö","20.0","¶Ö"
"2013-12-09","µç½âÄø","0.0","¶Ö"
"2013-12-09","Îý","30.0","¶Ö"
"2013-12-09","îÜ","0.0","¶Ö"
"2013-12-09","î÷","0.0","¹«½ï"
"2013-12-06","µç½âÄø","102.0","¶Ö"
"2013-12-06","Îý","1.0","¶Ö"
"2013-12-06","îÜ","0.0","¶Ö"
"2013-12-06","î÷","0.0","¹«½ï"
"2013-12-05","µç½âÄø","0.0","¶Ö"
"2013-12-05","Îý","35.0","¶Ö"
"2013-12-05","îÜ","0.0","¶Ö"
"2013-12-05","î÷","4.2","¹«½ï"
"2013-12-04","µç½âÄø","33.0","¶Ö"
"2013-12-04","Îý","23.0","¶Ö"
"2013-12-04","îÜ","0.0","¶Ö"
"2013-12-04","î÷","0.0","¹«½ï"
"2013-12-03","µç½âÄø","135.0","¶Ö"
"2013-12-03","Îý","5.0","¶Ö"
"2013-12-03","îÜ","0.0","¶Ö"
"2013-12-03","î÷","3.0","¹«½ï"
"2013-12-03","²»Ðâ¸Ö","10.0","¶Ö"
"2013-12-02","µç½âÄø","234.0","¶Ö"
"2013-12-02","Îý","5.0","¶Ö"
"2013-12-02","îÜ","0.0","¶Ö"
"2013-12-02","î÷","0.0","¹«½ï"
"2013-12-02","²»Ðâ¸Ö","300.0","¶Ö"
"2013-11-29","µç½âÄø","15.0","¶Ö"
"2013-11-29","Îý","1.0","¶Ö"
"2013-11-29","îÜ","0.0","¶Ö"
"2013-11-29","î÷","0.0","¹«½ï"
"2013-11-28","µç½âÄø","3.0","¶Ö"
"2013-11-28","Îý","0.0","¶Ö"
"2013-11-28","îÜ","0.0","¶Ö"
"2013-11-28","î÷","0.0","¹«½ï"
"2013-11-28","²»Ðâ¸Ö","5.0","¶Ö"
"2013-11-27","µç½âÄø","0.0","¶Ö"
"2013-11-27","Îý","0.0","¶Ö"
"2013-11-27","îÜ","0.0","¶Ö"
"2013-11-27","î÷","0.0","¹«½ï"
"2013-11-26","µç½âÄø","0.0","¶Ö"
"2013-11-26","Îý","26.0","¶Ö"
"2013-11-26","îÜ","0.0","¶Ö"
"2013-11-26","î÷","0.0","¹«½ï"
"2013-11-25","µç½âÄø","0.0","¶Ö"
"2013-11-25","Îý","18.0","¶Ö"
"2013-11-25","îÜ","0.0","¶Ö"
"2013-11-25","î÷","2.0","¹«½ï"
"2013-11-21","µç½âÄø","1020.0","¶Ö"
"2013-11-21","Îý","1.0","¶Ö"
"2013-11-21","îÜ","0.0","¶Ö"
"2013-11-21","î÷","0.0","¹«½ï"
"2013-11-20","µç½âÄø","0.0","¶Ö"
"2013-11-20","Îý","0.0","¶Ö"
"2013-11-20","îÜ","0.0","¶Ö"
"2013-11-20","î÷","0.0","¹«½ï"
"2013-11-20","²»Ðâ¸Ö","0.0","¶Ö"
"2013-11-19","µç½âÄø","69.0","¶Ö"
"2013-11-19","Îý","12.0","¶Ö"
"2013-11-19","îÜ","0.0","¶Ö"
"2013-11-19","î÷","0.0","¹«½ï"
"2013-11-18","µç½âÄø","231.0","¶Ö"
"2013-11-18","Îý","0.0","¶Ö"
"2013-11-18","îÜ","0.0","¶Ö"
"2013-11-18","î÷","0.0","¹«½ï"
"2013-11-18","²»Ðâ¸Ö","1710.0","¶Ö"
"2013-11-15","µç½âÄø","9.0","¶Ö"
"2013-11-15","Îý","0.0","¶Ö"
"2013-11-15","îÜ","0.0","¶Ö"
"2013-11-15","î÷","0.0","¹«½ï"
"2013-11-14","µç½âÄø","6.0","¶Ö"
"2013-11-14","Îý","0.0","¶Ö"
"2013-11-14","îÜ","0.0","¶Ö"
"2013-11-14","î÷","0.0","¹«½ï"
"2013-11-14","²»Ðâ¸Ö","0.0","¶Ö"
"2013-11-13","µç½âÄø","12.0","¶Ö"
"2013-11-13","Îý","1.0","¶Ö"
"2013-11-13","îÜ","0.0","¶Ö"
"2013-11-13","î÷","0.0","¹«½ï"
"2013-11-12","µç½âÄø","0.0","¶Ö"
"2013-11-12","Îý","17.0","¶Ö"
"2013-11-12","îÜ","33.0","¶Ö"
"2013-11-12","î÷","0.0","¹«½ï"
"2013-11-12","²»Ðâ¸Ö","50.0","¶Ö"
"2013-11-11","µç½âÄø","0.0","¶Ö"
"2013-11-11","Îý","55.0","¶Ö"
"2013-11-11","îÜ","0.0","¶Ö"
"2013-11-11","î÷","0.0","¹«½ï"
"2013-11-08","µç½âÄø","21.0","¶Ö"
"2013-11-08","Îý","20.0","¶Ö"
"2013-11-08","îÜ","0.0","¶Ö"
"2013-11-08","î÷","0.0","¹«½ï"
"2013-11-07","µç½âÄø","0.0","¶Ö"
"2013-11-07","Îý","8.0","¶Ö"
"2013-11-07","îÜ","0.0","¶Ö"
"2013-11-07","î÷","0.0","¹«½ï"
"2013-11-06","µç½âÄø","6.0","¶Ö"
"2013-11-06","Îý","0.0","¶Ö"
"2013-11-06","îÜ","0.0","¶Ö"
"2013-11-06","î÷","0.0","¹«½ï"
"2013-11-05","µç½âÄø","72.0","¶Ö"
"2013-11-05","Îý","0.0","¶Ö"
"2013-11-05","îÜ","0.0","¶Ö"
"2013-11-05","î÷","0.0","¹«½ï"
"2013-11-05","²»Ðâ¸Ö","20.0","¶Ö"
"2013-11-04","µç½âÄø","195.0","¶Ö"
"2013-11-04","Îý","0.0","¶Ö"
"2013-11-04","îÜ","0.75","¶Ö"
"2013-11-04","î÷","0.0","¹«½ï"
"2013-11-04","²»Ðâ¸Ö","5.0","¶Ö"
"2013-11-01","µç½âÄø","402.0","¶Ö"
"2013-11-01","Îý","1.0","¶Ö"
"2013-11-01","îÜ","0.25","¶Ö"
"2013-11-01","î÷","0.0","¹«½ï"
"2013-10-31","µç½âÄø","135.0","¶Ö"
"2013-10-31","Îý","0.0","¶Ö"
"2013-10-31","îÜ","0.0","¶Ö"
"2013-10-31","î÷","0.0","¹«½ï"
"2013-10-31","²»Ðâ¸Ö","20.0","¶Ö"
"2013-10-30","µç½âÄø","60.0","¶Ö"
"2013-10-30","Îý","0.0","¶Ö"
"2013-10-30","îÜ","0.0","¶Ö"
"2013-10-30","î÷","0.0","¹«½ï"
"2013-10-29","µç½âÄø","0.0","¶Ö"
"2013-10-29","Îý","1.0","¶Ö"
"2013-10-29","îÜ","0.0","¶Ö"
"2013-10-29","î÷","0.0","¹«½ï"
"2013-10-25","²»Ðâ¸Ö","105.0","¶Ö"
"2013-10-23","µç½âÄø","0.0","¶Ö"
"2013-10-23","Îý","10.0","¶Ö"
"2013-10-23","îÜ","0.0","¶Ö"
"2013-10-23","î÷","0.0","¹«½ï"
"2013-10-22","µç½âÄø","804.0","¶Ö"
"2013-10-22","Îý","0.0","¶Ö"
"2013-10-22","îÜ","0.0","¶Ö"
"2013-10-22","î÷","0.0","¹«½ï"
"2013-10-21","µç½âÄø","0.0","¶Ö"
"2013-10-21","Îý","0.0","¶Ö"
"2013-10-21","îÜ","0.0","¶Ö"
"2013-10-21","î÷","0.0","¹«½ï"
"2013-10-18","µç½âÄø","39.0","¶Ö"
"2013-10-18","Îý","0.0","¶Ö"
"2013-10-18","îÜ","0.0","¶Ö"
"2013-10-18","î÷","0.0","¹«½ï"
"2013-10-17","µç½âÄø","12.0","¶Ö"
"2013-10-17","Îý","0.0","¶Ö"
"2013-10-17","îÜ","0.0","¶Ö"
"2013-10-17","î÷","0.0","¹«½ï"
"2013-10-16","µç½âÄø","33.0","¶Ö"
"2013-10-16","Îý","4.0","¶Ö"
"2013-10-16","îÜ","0.0","¶Ö"
"2013-10-16","î÷","0.0","¹«½ï"
"2013-10-16","²»Ðâ¸Ö","2010.0","¶Ö"
"2013-10-15","µç½âÄø","27.0","¶Ö"
"2013-10-15","Îý","2.0","¶Ö"
"2013-10-15","îÜ","0.0","¶Ö"
"2013-10-15","î÷","0.0","¹«½ï"
"2013-10-15","²»Ðâ¸Ö","85.0","¶Ö"
"2013-10-14","µç½âÄø","129.0","¶Ö"
"2013-10-14","Îý","0.0","¶Ö"
"2013-10-14","îÜ","0.0","¶Ö"
"2013-10-14","î÷","0.0","¹«½ï"
"2013-10-11","µç½âÄø","336.0","¶Ö"
"2013-10-11","Îý","13.0","¶Ö"
"2013-10-11","îÜ","0.0","¶Ö"
"2013-10-11","î÷","5.5","¹«½ï"
"2013-10-10","µç½âÄø","0.0","¶Ö"
"2013-10-10","Îý","9.0","¶Ö"
"2013-10-10","îÜ","0.5","¶Ö"
"2013-10-10","î÷","0.0","¹«½ï"
"2013-10-09","µç½âÄø","18.0","¶Ö"
"2013-10-09","Îý","6.0","¶Ö"
"2013-10-09","îÜ","0.0","¶Ö"
"2013-10-09","î÷","0.0","¹«½ï"
"2013-10-08","µç½âÄø","705.0","¶Ö"
"2013-10-08","Îý","16.0","¶Ö"
"2013-10-08","îÜ","0.0","¶Ö"
"2013-10-08","î÷","0.0","¹«½ï"
"2013-09-27","µç½âÄø","0.0","¶Ö"
"2013-09-27","Îý","0.0","¶Ö"
"2013-09-27","îÜ","0.0","¶Ö"
"2013-09-27","î÷","0.0","¹«½ï"
"2013-09-26","µç½âÄø","99.0","¶Ö"
"2013-09-26","Îý","0.0","¶Ö"
"2013-09-26","îÜ","0.0","¶Ö"
"2013-09-26","î÷","0.0","¹«½ï"
"2013-09-25","µç½âÄø","0.0","¶Ö"
"2013-09-25","Îý","0.0","¶Ö"
"2013-09-25","îÜ","2.0","¶Ö"
"2013-09-25","î÷","2.0","¹«½ï"
"2013-09-24","µç½âÄø","585.0","¶Ö"
"2013-09-24","Îý","0.0","¶Ö"
"2013-09-24","îÜ","0.0","¶Ö"
"2013-09-24","î÷","3.0","¹«½ï"
"2013-09-23","µç½âÄø","0.0","¶Ö"
"2013-09-23","Îý","0.0","¶Ö"
"2013-09-23","îÜ","0.0","¶Ö"
"2013-09-23","î÷","1.1","¹«½ï"
"2013-09-18","µç½âÄø","0.0","¶Ö"
"2013-09-18","Îý","2.0","¶Ö"
"2013-09-18","îÜ","0.0","¶Ö"
"2013-09-18","î÷","0.0","¹«½ï"
"2013-09-17","µç½âÄø","0.0","¶Ö"
"2013-09-17","Îý","0.0","¶Ö"
"2013-09-17","îÜ","2.0","¶Ö"
"2013-09-17","î÷","0.0","¹«½ï"
"2013-09-17","²»Ðâ¸Ö","4380.0","¶Ö"
"2013-09-16","µç½âÄø","0.0","¶Ö"
"2013-09-16","Îý","1.0","¶Ö"
"2013-09-16","îÜ","2.0","¶Ö"
"2013-09-16","î÷","0.0","¹«½ï"
"2013-09-16","²»Ðâ¸Ö","100.0","¶Ö"
"2013-09-13","µç½âÄø","0.0","¶Ö"
"2013-09-13","Îý","2.0","¶Ö"
"2013-09-13","îÜ","2.0","¶Ö"
"2013-09-13","î÷","3.0","¹«½ï"
"2013-09-13","²»Ðâ¸Ö","70.0","¶Ö"
"2013-09-12","µç½âÄø","6.0","¶Ö"
"2013-09-12","Îý","0.0","¶Ö"
"2013-09-12","îÜ","0.0","¶Ö"
"2013-09-12","î÷","3.0","¹«½ï"
"2013-09-12","²»Ðâ¸Ö","230.0","¶Ö"
"2013-09-11","µç½âÄø","6.0","¶Ö"
"2013-09-11","Îý","2.0","¶Ö"
"2013-09-11","îÜ","61.0","¶Ö"
"2013-09-11","î÷","2.0","¹«½ï"
"2013-09-11","²»Ðâ¸Ö","130.0","¶Ö"
"2013-09-10","µç½âÄø","21.0","¶Ö"
"2013-09-10","Îý","26.0","¶Ö"
"2013-09-10","îÜ","0.0","¶Ö"
"2013-09-10","î÷","0.0","¹«½ï"
"2013-09-10","²»Ðâ¸Ö","40.0","¶Ö"
"2013-09-09","µç½âÄø","3.0","¶Ö"
"2013-09-09","Îý","0.0","¶Ö"
"2013-09-09","îÜ","1.0","¶Ö"
"2013-09-09","î÷","0.0","¹«½ï"
"2013-09-09","²»Ðâ¸Ö","40.0","¶Ö"
"2013-09-06","µç½âÄø","30.0","¶Ö"
"2013-09-06","Îý","0.0","¶Ö"
"2013-09-06","îÜ","0.0","¶Ö"
"2013-09-06","î÷","0.0","¹«½ï"
"2013-09-06","²»Ðâ¸Ö","35.0","¶Ö"
"2013-09-05","µç½âÄø","30.0","¶Ö"
"2013-09-05","Îý","4.0","¶Ö"
"2013-09-05","îÜ","0.0","¶Ö"
"2013-09-05","î÷","0.0","¹«½ï"
"2013-09-05","²»Ðâ¸Ö","100.0","¶Ö"
"2013-09-04","µç½âÄø","30.0","¶Ö"
"2013-09-04","Îý","0.0","¶Ö"
"2013-09-04","îÜ","1.0","¶Ö"
"2013-09-04","î÷","0.0","¹«½ï"
"2013-09-03","µç½âÄø","78.0","¶Ö"
"2013-09-03","Îý","0.0","¶Ö"
"2013-09-03","îÜ","0.0","¶Ö"
"2013-09-03","î÷","0.0","¹«½ï"
"2013-09-03","²»Ðâ¸Ö","75.0","¶Ö"
"2013-09-02","µç½âÄø","6.0","¶Ö"
"2013-09-02","Îý","0.0","¶Ö"
"2013-09-02","îÜ","0.5","¶Ö"
"2013-09-02","î÷","0.0","¹«½ï"
"2013-09-02","²»Ðâ¸Ö","410.0","¶Ö"
"2013-08-26","µç½âÄø","30.0","¶Ö"
"2013-08-26","Îý","0.0","¶Ö"
"2013-08-26","îÜ","0.0","¶Ö"
"2013-08-26","î÷","0.0","¹«½ï"
"2013-08-23","µç½âÄø","342.0","¶Ö"
"2013-08-23","Îý","7.0","¶Ö"
"2013-08-23","îÜ","0.0","¶Ö"
"2013-08-23","î÷","0.0","¹«½ï"
"2013-08-23","²»Ðâ¸Ö","30.0","¶Ö"
"2013-08-22","µç½âÄø","240.0","¶Ö"
"2013-08-22","Îý","2.0","¶Ö"
